Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_1#26.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#274.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;OL101_04_rfbC,97.297%
42092_1#276.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_1#278.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#280.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#282.contigs_spades	O1/O2v1	O2a	Very high		100.00%	97.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,98.381%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		0	
42092_1#284.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#286.contigs_spades	OL101	unknown (OL101)	Good	-	84.80%	95.24%	-2 bp	8 / 9 (88.9%)	OL101_01_rfbB,97.183%;OL101_02_rfbA,97.569%;OL101_03_rfbD,97.98%;OL101_04_rfbC,96.757%;OL101_05_wbbL,98.556%;OL101_06_wzm,98.561%;OL101_07_wzt,98.874%;OL101_08_wbbB,95.374%	OL101_09_glycosylhydrolase	0		0 / 9 (0%)		2	O3b_01_manC,99.364%;O3/O3a_02_manB,98.904%
42092_1#288.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#28.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#306.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.39%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.259%
42092_1#308.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_1#30.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#310.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.88%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.684%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_1#312.contigs_spades	OL101	unknown (OL101)	Good	-	84.80%	95.24%	-2 bp	8 / 9 (88.9%)	OL101_01_rfbB,97.183%;OL101_02_rfbA,97.569%;OL101_03_rfbD,97.98%;OL101_04_rfbC,96.757%;OL101_05_wbbL,98.556%;OL101_06_wzm,98.561%;OL101_07_wzt,98.874%;OL101_08_wbbB,95.374%	OL101_09_glycosylhydrolase	0		0 / 9 (0%)		2	O3b_01_manC,99.364%;O3/O3a_02_manB,98.904%
42092_1#32.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#50.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#52.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.20%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.752%;O1/O2v2_08_gmlC,99.384%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#54.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.87%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,99.684%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#56.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#58.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#60.contigs_spades	O3b	O3b	Very high		99.79%	97.57%	+1 bp	8 / 8 (100%)	O3b_01_manC,99.576%;O3b_02_manB,99.566%;O3b_03_wzm,97.328%;O3b_04_wzt,98.843%;O3b_05_wbdD,98.688%;O3b_06_wbdA,99.524%;O3b_07_wbdB,98.953%;O3b_08_wbdC,98.108%		0		0 / 8 (0%)		1	O3/O3a_02_manB,99.123%
42092_1#62.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.87%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#64.contigs_spades	O1/O2v1	O2a	Very high		100.00%	98.76%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
42092_1#82.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#84.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#86.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.28%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,97.662%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,99.73%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_1#88.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_1#90.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.20%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.752%;O1/O2v2_08_gmlC,99.384%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#92.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#94.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#96.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.11%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.039%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#101.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.46%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#102.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.89%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#104.contigs_spades	O1/O2v1	O2a	Very high		100.00%	98.97%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%
42092_2#106.contigs_spades	O5	O5	High		100.00%	94.90%	+1 bp	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,99.782%;O5_03_wzm,99.623%;O5_04_wzt,99.012%;O5_05_wbdD,96.244%;O5_06_wbdA,95.222%;O5_07_wbdB,99.482%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.99%;OL101_02_rfbA,99.655%;O12_04_rfbC,97.297%
42092_2#108.contigs_spades	O3b	O3b	Very high		99.79%	98.86%	0 bp	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.563%;O3b_06_wbdA,99.643%;O3b_07_wbdB,98.429%;O3b_08_wbdC,98.378%		0		0 / 8 (0%)		0	
42092_2#10.contigs_spades	OL103	unknown (OL103)	Very high		100.00%	96.83%	0 bp	6 / 6 (100%)	OL103_01_rmlC,96.875%;OL103_02_wzm,100.0%;OL103_03_wzt,99.559%;OL103_04_hydrolase,95.69%;OL103_05_spsA,99.674%;OL103_06_wbbL,99.632%		0		0 / 6 (0%)		6	O12_01_rfbB,98.31%;OL101_03_rfbD,99.327%;OL101_03_rfbD,99.327%;OL101_02_rfbA,98.966%;OL101_02_rfbA,98.966%;O12_04_rfbC,96.757%
42092_2#112.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.051%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
42092_2#113.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#114.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.49%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,97.651%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#115.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#116.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.87%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.684%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#117.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.48%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.418%;O1/O2v2_04_glf,98.442%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.536%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;O12_01_rfbB,97.746%;OL101_03_rfbD,98.316%;OL101_02_rfbA,96.875%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,95.676%
42092_2#118.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.50%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.051%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
