Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_1#246.contigs_spades	KL51	K51	High	-	100.00%	97.52%	-5 bp	15 / 16 (93.8%)	KL51_01_galF,99.666%;KL51_02_cpsACP,97.143%;KL51_03_wzi,98.745%;KL51_04_wza,99.736%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,98.936%;KL51_09_wzy,98.898%;KL51_10_wcuF,98.907%;KL51_11_wcpA,99.178%;KL51_12_wzx,100.0%;KL51_13,99.756%;KL51_15_gnd,99.574%;KL51_16_ugd,99.486%	KL51_14_wcoZ	0		0 / 16 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.806%
42092_1#248.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#24.contigs_spades	KL15	K15	Very high		99.62%	99.80%	+1044 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,99.735%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,99.715%;KL15_09_wceM,99.634%;KL15_10_wcsR,99.379%;KL15_11_wcaN,99.666%;KL15_12_wzy,99.515%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		1	KL150_19_gmd,89.489%
42092_1#250.contigs_spades	KL38	K38	Very high		100.00%	99.70%	+6 bp	17 / 17 (100%)	KL38_01_galF,100.0%;KL38_02_cpsACP,100.0%;KL38_03_wzi,98.954%;KL38_04_wza,100.0%;KL38_05_wzb,100.0%;KL38_06_wzc,99.861%;KL38_07_wcaJ,100.0%;KL38_08_wzy,99.756%;KL38_09_wctM,100.0%;KL38_10_wcaN,100.0%;KL38_11_wzx,99.539%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,99.792%;KL38_15,99.739%;KL38_16_gnd,100.0%;KL38_17_ugd,100.0%		0		0 / 17 (0%)		4	KL50_10,99.434%;KL14_19_manC,100.0%;KL30_19_manB,98.718%;KL150_19_gmd,99.403%
42092_1#252.contigs_spades	KL16	K16	Very high		100.00%	99.42%	0 bp	22 / 22 (100%)	KL16_01_galF,99.666%;KL16_02_cpsACP,97.143%;KL16_03_wzi,100.0%;KL16_04_wza,100.0%;KL16_05_wzb,100.0%;KL16_06_wzc,100.0%;KL16_07_wzx,100.0%;KL16_08_wzy,100.0%;KL16_09_gtf1,99.735%;KL16_10_vatD,99.451%;KL16_11_lacA,100.0%;KL16_12_sunS,100.0%;KL16_13_gmd,100.0%;KL16_14_fcl,100.0%;KL16_15_gmm,100.0%;KL16_16,100.0%;KL16_17_wcaJ,100.0%;KL16_18_gnd,100.0%;KL16_19,99.372%;KL16_20_manC,99.153%;KL16_21_manB,99.562%;KL16_22_ugd,99.743%		0		0 / 22 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_1#254.contigs_spades	KL64	K64	Very high		100.00%	100.00%	0 bp	24 / 24 (100%)	KL64_01_galF,100.0%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,100.0%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,100.0%;KL64_12_wcoT,100.0%;KL64_13_wcsF,100.0%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,100.0%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,100.0%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
42092_1#256.contigs_spades	KL2	K2	Very high		100.00%	98.41%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#26.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.358%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#274.contigs_spades	KL9	K9	Very high		100.00%	99.96%	0 bp	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,99.79%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,100.0%;KL9_11,100.0%;KL9_12,99.77%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,98.759%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#276.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,99.682%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.229%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42092_1#278.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#280.contigs_spades	KL19	K19	Good	?-*	100.00%	94.92%	n/a	19 / 20 (95%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%	KL19_07_wcaJ	0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#282.contigs_spades	KL51	K51	High	-	100.00%	97.52%	-5 bp	15 / 16 (93.8%)	KL51_01_galF,99.666%;KL51_02_cpsACP,97.143%;KL51_03_wzi,98.745%;KL51_04_wza,99.736%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,98.936%;KL51_09_wzy,98.898%;KL51_10_wcuF,98.907%;KL51_11_wcpA,99.178%;KL51_12_wzx,100.0%;KL51_13,99.756%;KL51_15_gnd,99.574%;KL51_16_ugd,99.486%	KL51_14_wcoZ	0		0 / 16 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.806%
42092_1#284.contigs_spades	KL19	K19	Good	?-*	100.00%	94.92%	n/a	19 / 20 (95%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%	KL19_07_wcaJ	0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#286.contigs_spades	KL49	K49	None	?-+	86.94%	98.93%	n/a	14 / 18 (77.8%)	KL49_01_galF,99.666%;KL49_02_cpsACP,98.095%;KL49_03_wzi,100.0%;KL49_04_wza,100.0%;KL49_05_wzb,100.0%;KL49_06_wzc,99.861%;KL49_07_wbaP,100.0%;KL49_08_wzy,99.549%;KL49_09_wcuI,100.0%;KL49_10_wcuF,100.0%;KL49_12_wclW,100.0%;KL49_16_gnd,99.574%;KL49_17_manC,99.153%;KL49_18_manB,99.787%	KL49_11_wclK;KL49_13_wzx;KL49_14_wcpF;KL49_15	1	KL16_22_ugd,99.743%	0 / 18 (0%)		5	KL127_15_rmlB,99.718%;KL52_20_rmlD,99.035%;KL150_19_gmd,85.285%;KL12_20_rmlA,99.31%;KL14_24_rmlC,99.459%
42092_1#288.contigs_spades	KL19	K19	Good	?-*	100.00%	94.92%	n/a	19 / 20 (95%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%	KL19_07_wcaJ	0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#28.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#306.contigs_spades	KL30	K30	Good	-+*	100.00%	96.55%	-4 bp	19 / 20 (95%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.524%;KL30_03_wzi,99.604%;KL30_04_wza,100.0%;KL30_05_wzb,98.611%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.466%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,92.188%;KL30_14,93.993%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.576%;KL30_19_manB,100.0%;KL30_20_ugd,99.486%	KL30_15_wcuG	1	KL104_18,96.748%	0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.007%;KL40_05_rfaG,99.213%;KL150_19_gmd,99.104%
42092_1#308.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42092_1#30.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#310.contigs_spades	KL62	K62	Very high		100.00%	99.93%	0 bp	19 / 19 (100%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.803%;KL62_04_wza,99.736%;KL62_05_wzb,100.0%;KL62_06_wzc,99.861%;KL62_07_wbaP,99.79%;KL62_08,100.0%;KL62_09,100.0%;KL62_10,100.0%;KL62_11_wzy,100.0%;KL62_12,100.0%;KL62_13,100.0%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,100.0%;KL62_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
42092_1#312.contigs_spades	KL49	K49	None	?-+	86.94%	98.93%	n/a	14 / 18 (77.8%)	KL49_01_galF,99.666%;KL49_02_cpsACP,98.095%;KL49_03_wzi,100.0%;KL49_04_wza,100.0%;KL49_05_wzb,100.0%;KL49_06_wzc,99.861%;KL49_07_wbaP,100.0%;KL49_08_wzy,99.549%;KL49_09_wcuI,100.0%;KL49_10_wcuF,100.0%;KL49_12_wclW,100.0%;KL49_16_gnd,99.574%;KL49_17_manC,99.153%;KL49_18_manB,99.787%	KL49_11_wclK;KL49_13_wzx;KL49_14_wcpF;KL49_15	1	KL16_22_ugd,99.743%	0 / 18 (0%)		5	KL127_15_rmlB,99.718%;KL52_20_rmlD,99.035%;KL150_19_gmd,85.285%;KL12_20_rmlA,99.31%;KL14_24_rmlC,99.459%
42092_1#32.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#50.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#52.contigs_spades	KL2	K2	Very high		100.00%	98.39%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.571%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#54.contigs_spades	KL62	K62	High	-	100.00%	99.72%	+1837 bp	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.723%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,100.0%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		4	KL40_03_wcpO,99.595%;KL40_04,99.752%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%
42092_1#56.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#58.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#60.contigs_spades	KL117	unknown (KL117)	Good	+	100.00%	98.75%	+214 bp	19 / 20 (95%)	KL117_01_galF,99.666%;KL117_02_cpsACP,98.571%;KL117_03_wzi,99.582%;KL117_04_wza,100.0%;KL117_05_wzb,100.0%;KL117_06_wzc,99.307%;KL117_07_wbaP,99.789%;KL117_08_wcuD,99.227%;KL117_09_wcuE,99.702%;KL117_10_wbaZ,100.0%;KL117_11_wzy,99.482%;KL117_12_wcuC,99.133%;KL117_13_wcaL,99.507%;KL117_14_wcuJ,99.705%;KL117_15_wzx,99.592%;KL117_16_wcsR,100.0%;KL117_17_gnd,99.787%;KL117_19_manB,99.125%;KL117_20_ugd,99.486%		1	KL150_20_manC,99.696%	1 / 20 (5%)	KL117_18_manC,99.121%	3	KL50_10,98.302%;KL30_19_manB,98.92%;KL150_19_gmd,97.612%
42092_1#62.contigs_spades	KL62	K62	Good	?-	100.00%	99.72%	n/a	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.706%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,100.0%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
42092_1#64.contigs_spades	KL24	K24	Very high		100.00%	99.01%	+1 bp	19 / 19 (100%)	KL24_01_galF,100.0%;KL24_02_cpsACP,97.143%;KL24_03_wzi,98.536%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_06_wzc,100.0%;KL24_07_wcuD,99.738%;KL24_08_wcuC,98.806%;KL24_09_wcuV,99.513%;KL24_10_wbaZ,99.741%;KL24_11_wcaJ,99.785%;KL24_12_wcuE,99.698%;KL24_13_wcuG,99.703%;KL24_14_wzy,99.112%;KL24_15_wzx,99.791%;KL24_16_gnd,99.574%;KL24_17_manC,100.0%;KL24_18_manB,99.781%;KL24_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.403%
42092_1#82.contigs_spades	KL30	K30	Very high	*	100.00%	96.45%	-1 bp	20 / 20 (100%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.524%;KL30_03_wzi,99.208%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.627%;KL30_11_wckP,92.287%;KL30_12_wckO,93.59%;KL30_13_wckN,92.188%;KL30_14,94.17%;KL30_15_wcuG,91.831%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.153%;KL30_19_manB,99.787%;KL30_20_ugd,100.0%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.403%
42092_1#84.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#86.contigs_spades	KL38	K38	None	?-	86.91%	97.98%	n/a	16 / 17 (94.1%)	KL38_01_galF,99.666%;KL38_02_cpsACP,100.0%;KL38_03_wzi,97.083%;KL38_04_wza,99.208%;KL38_05_wzb,100.0%;KL38_06_wzc,99.723%;KL38_07_wcaJ,99.58%;KL38_08_wzy,99.756%;KL38_09_wctM,99.645%;KL38_10_wcaN,99.659%;KL38_11_wzx,99.539%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,98.75%;KL38_16_gnd,99.799%;KL38_17_ugd,99.743%	KL38_15	0		0 / 17 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.507%
